Date,Station_Id,Station_Name,Air_Temp_Avg_degF,Air_Temp_Max_degF,Air_Temp_Min_degF,Precip_Accum_in_,Precip_Increment_in,Precip_Increment_Snow_in,Precip_MTD_in,Snow_Depth_in,Snow_Density_pct,Snow_Rain_Ratio
5/17/21,842,Vail Mountain,40,51,34,15.6,0.1,0.1,1.5,4,30,0
10/27/10,542,Independence Pass,13,28,3,2.8,0,0,2.8,10,10,
10/28/10,542,Independence Pass,24,47,4,2.8,0.1,0.2,2.8,10,10,200
10/29/10,542,Independence Pass,30,50,19,2.9,0,0,2.9,8,15,
10/30/10,542,Independence Pass,35,51,23,2.9,0.1,0.1,2.9,7,17.1,100
10/31/10,542,Independence Pass,28,43,16,3,0,0.1,3,7,18.6,
11/1/10,542,Independence Pass,27,40,16,3,0.2,0.2,3,7,20,50
11/2/10,542,Independence Pass,31,53,16,3.2,0,0,0.2,10,15,
11/3/10,542,Independence Pass,32,52,23,3.2,0,0.1,0.2,8,18.8,
11/4/10,542,Independence Pass,31,50,22,3.2,0,0.1,0.2,8,20,
11/5/10,542,Independence Pass,32,50,23,3.2,0,0.1,0.2,8,21.2,
11/6/10,542,Independence Pass,35,57,24,3.2,0,0,0.2,7,25.7,
11/7/10,542,Independence Pass,31,43,23,3.2,0,0,0.2,7,25.7,
11/8/10,542,Independence Pass,36,49,23,3.2,0.1,0.1,0.2,8,22.5,100
11/9/10,542,Independence Pass,25,33,17,3.3,0.1,0.1,0.3,7,27.1,100
11/10/10,542,Independence Pass,16,28,0,3.4,0,0.1,0.4,8,25,
11/11/10,542,Independence Pass,18,30,9,3.4,0,0.1,0.4,10,21,
11/12/10,542,Independence Pass,11,29,-3,3.4,0,0.1,0.4,9,24.4,
11/13/10,542,Independence Pass,17,27,14,3.4,0.1,0.1,0.4,10,23,100
11/14/10,542,Independence Pass,19,27,14,3.5,0.2,0.2,0.5,9,26.7,100
11/15/10,542,Independence Pass,21,28,18,3.7,0.6,0.6,0.7,13,20,100
11/16/10,542,Independence Pass,21,30,16,4.3,0.4,0.4,1.3,21,15.2,50
11/17/10,542,Independence Pass,16,30,8,4.7,0,0,1.7,22,15.5,
11/18/10,542,Independence Pass,22,40,10,4.7,0,0,1.7,21,16.2,
11/19/10,542,Independence Pass,26,42,16,4.7,0,0,1.7,19,17.9,
11/20/10,542,Independence Pass,28,40,15,4.7,0.2,0.2,1.7,18,18.9,100
11/21/10,542,Independence Pass,24,29,15,4.9,0.5,0.5,1.9,17,21.2,100
11/22/10,542,Independence Pass,10,18,-2,5.4,0,0,2.4,25,16.4,
11/23/10,542,Independence Pass,15,30,-1,5.4,0.1,0.1,2.4,23,17.8,100
11/24/10,542,Independence Pass,3,19,-20,5.5,0,0,2.5,21,20,
11/25/10,542,Independence Pass,-6,19,,5.5,0.1,0.1,2.5,24,17.5,100
11/26/10,542,Independence Pass,14,32,-3,5.6,0,0.3,2.6,23,18.7,
11/27/10,542,Independence Pass,18,36,7,5.6,0.1,0.5,2.6,21,21.9,500
11/28/10,542,Independence Pass,13,23,3,5.7,0,0.3,2.7,21,24.3,
11/29/10,542,Independence Pass,9,15,3,5.7,0.2,0.2,2.7,22,24.5,100
11/30/10,542,Independence Pass,8,20,-12,5.9,0.1,0.2,2.9,24,23.3,200
12/1/10,542,Independence Pass,24,31,16,6,0.1,0.1,3,23,25.2,0
12/2/10,542,Independence Pass,24,45,14,6.1,0.1,0.1,0.1,23,25.2,0
12/3/10,542,Independence Pass,33,41,25,6.2,0,0,0.2,23,25.2,
12/4/10,542,Independence Pass,29,44,20,6.2,0,0,0.2,22,25.9,
12/5/10,542,Independence Pass,27,39,13,6.2,0,0,0.2,22,25,
12/6/10,542,Independence Pass,24,37,11,6.2,0.2,0.2,0.2,22,25,0
12/7/10,542,Independence Pass,18,30,3,6.4,0.2,0.2,0.4,24,22.9,50
12/8/10,542,Independence Pass,20,42,6,6.6,0,0.1,0.6,27,20.7,
12/9/10,542,Independence Pass,27,37,20,6.6,0.1,0.2,0.6,25,22.8,200
12/10/10,542,Independence Pass,24,30,17,6.7,0.5,0.5,0.7,25,23.6,100
12/11/10,542,Independence Pass,15,21,4,7.2,0.1,0.1,1.2,34,18.8,100
12/12/10,542,Independence Pass,26,30,16,7.3,0.2,0.2,1.3,33,19.7,100
12/13/10,542,Independence Pass,25,44,15,7.5,0,0,1.5,31,21.6,
12/14/10,542,Independence Pass,29,42,18,7.5,0,0,1.5,30,22.3,
12/15/10,542,Independence Pass,24,31,10,7.5,0.3,0.3,1.5,28,23.9,67
12/16/10,542,Independence Pass,11,32,-1,7.8,0,0,1.8,34,20.3,
12/17/10,542,Independence Pass,14,29,0,7.8,0,0,1.8,32,21.6,
12/18/10,542,Independence Pass,23,28,17,7.8,0.5,0.5,1.8,29,23.8,80
12/19/10,542,Independence Pass,29,35,23,8.3,0.3,0.3,2.3,34,21.5,100
12/20/10,542,Independence Pass,31,34,29,8.6,0.9,1,2.6,36,21.1,111
12/21/10,542,Independence Pass,29,33,25,9.5,0.3,0.3,3.5,45,19.1,67
12/22/10,542,Independence Pass,30,36,23,9.8,0.1,0.1,3.8,43,20.5,100
12/23/10,542,Independence Pass,29,36,24,9.9,0.1,0.1,3.9,41,21.7,0
12/24/10,542,Independence Pass,16,37,7,10,0,0,4,43,20.7,
12/25/10,542,Independence Pass,17,40,6,10,0,0,4,42,21.2,
12/26/10,542,Independence Pass,22,37,11,10,0.1,0.1,4,40,22.2,0
12/27/10,542,Independence Pass,16,31,3,10.1,0,0,4.1,40,22.2,
12/28/10,542,Independence Pass,10,36,-1,10.1,0,0,4.1,40,22.2,
12/29/10,542,Independence Pass,21,28,11,10.1,0.2,0.3,4.1,39,22.8,150
12/30/10,542,Independence Pass,14,23,-2,10.3,0,0.1,4.3,39,23.6,
12/31/10,542,Independence Pass,-8,-2,-18,10.3,0,0,4.3,40,23.2,
1/1/11,542,Independence Pass,-11,4,-27,10.3,0,0,4.3,41,22.7,
1/2/11,542,Independence Pass,5,26,-13,10.3,0.2,0.2,0,40,23.2,100
1/3/11,542,Independence Pass,12,32,3,10.5,0,0,0.2,39,24.4,
1/4/11,542,Independence Pass,10,22,-1,10.5,0,0.1,0.2,40,23.8,
1/5/11,542,Independence Pass,15,26,5,10.5,0.1,0.1,0.2,40,24,100
1/6/11,542,Independence Pass,19,36,11,10.6,0,0.1,0.3,41,23.7,
1/7/11,542,Independence Pass,18,40,10,10.6,0,0.1,0.3,39,25.1,
1/8/11,542,Independence Pass,20,36,10,10.6,0.1,0.2,0.3,39,25.4,200
1/9/11,542,Independence Pass,16,26,4,10.7,0,0.1,0.4,39,25.9,
1/10/11,542,Independence Pass,-5,6,-21,10.7,0,0,0.4,41,24.9,
1/11/11,542,Independence Pass,-4,20,-22,10.7,0,0,0.4,42,24.3,
1/12/11,542,Independence Pass,11,33,-3,10.7,0.2,0.3,0.4,41,24.9,150
1/13/11,542,Independence Pass,22,38,13,10.9,0.1,0.2,0.6,40,26.2,200
1/14/11,542,Independence Pass,22,34,10,11,0.2,0.2,0.7,40,26.8,100
1/15/11,542,Independence Pass,18,36,7,11.2,0,0,0.9,41,26.6,
1/16/11,542,Independence Pass,24,31,13,11.2,0.3,0.3,0.9,41,26.6,100
1/17/11,542,Independence Pass,26,31,21,11.5,0.4,0.4,1.2,40,28,100
1/18/11,542,Independence Pass,22,31,14,11.9,0,0,1.6,43,27,
1/19/11,542,Independence Pass,19,27,7,11.9,0.3,0.3,1.6,43,27,67
1/20/11,542,Independence Pass,9,31,-9,12.2,0,0,1.9,50,23.6,
1/21/11,542,Independence Pass,13,29,0,12.2,0,0,1.9,47,25.1,
1/22/11,542,Independence Pass,16,23,6,12.2,0.4,0.4,1.9,48,24.6,100
1/23/11,542,Independence Pass,12,28,-7,12.6,0,0,2.3,52,23.5,
1/24/11,542,Independence Pass,10,22,-6,12.6,0.1,0.1,2.3,50,24.4,100
1/25/11,542,Independence Pass,10,29,-6,12.7,0.1,0.1,2.4,49,25.1,100
1/26/11,542,Independence Pass,11,31,0,12.8,0,0,2.5,49,25.3,
1/27/11,542,Independence Pass,15,37,0,12.8,0,0,2.5,47,26.4,
1/28/11,542,Independence Pass,22,46,9,12.8,0.1,0.1,2.5,47,26.4,100
1/29/11,542,Independence Pass,21,41,11,12.9,0,0,2.6,46,27.2,
1/30/11,542,Independence Pass,20,36,7,12.9,0,0,2.6,46,27.2,
1/31/11,542,Independence Pass,12,25,-2,12.9,0,0.1,2.6,46,27.2,
2/1/11,542,Independence Pass,-4,9,-13,12.9,0,0,2.6,49,25.7,
2/2/11,542,Independence Pass,,4,,12.9,0,0,0,49,25.7,
2/3/11,542,Independence Pass,0,26,-26,12.9,0.1,0.1,0,49,25.7,0
2/4/11,542,Independence Pass,13,29,-4,13,0.2,0.4,0.1,48,26.2,200
2/5/11,542,Independence Pass,18,23,11,13.2,0.9,1,0.3,49,26.5,111
2/6/11,542,Independence Pass,9,18,2,14.1,0.3,0.3,1.2,63,22.2,67
2/7/11,542,Independence Pass,17,26,5,14.4,0.6,0.6,1.5,61,23.3,100
2/8/11,542,Independence Pass,6,19,-11,15,0,0,2.1,65,22.8,
2/9/11,542,Independence Pass,-8,14,-19,15,0,0,2.1,63,23.5,
2/10/11,542,Independence Pass,3,20,-17,15,0,0,2.1,61,24.3,
2/11/11,542,Independence Pass,11,28,-1,15,0,0,2.1,59,25.1,
2/12/11,542,Independence Pass,15,34,1,15,0,0,2.1,58,25.5,
2/13/11,542,Independence Pass,22,43,9,15,0,0,2.1,56,26.4,
2/14/11,542,Independence Pass,26,43,12,15,0,0.1,2.1,55,26.9,
2/15/11,542,Independence Pass,24,45,9,15,0,0.1,2.1,55,27.1,
2/16/11,542,Independence Pass,27,33,10,15,0.1,0.1,2.1,54,27.8,100
2/17/11,542,Independence Pass,22,27,16,15.1,0.2,0.2,2.2,52,29,100
2/18/11,542,Independence Pass,23,31,13,15.3,0.1,0.1,2.4,57,26.8,100
2/19/11,542,Independence Pass,27,36,11,15.4,0.5,0.5,2.5,56,27.5,100
2/20/11,542,Independence Pass,14,25,2,15.9,0,0,3,61,26.1,
2/21/11,542,Independence Pass,12,29,2,15.9,0,0,3,60,26.5,
2/22/11,542,Independence Pass,13,30,-4,15.9,0,0,3,59,26.9,
2/23/11,542,Independence Pass,17,32,3,15.9,0.1,0.1,3,58,27.4,100
2/24/11,542,Independence Pass,18,27,11,16,0.1,0.1,3.1,57,28.1,100
2/25/11,542,Independence Pass,22,27,17,16.1,0.1,0.2,3.2,57,28.2,200
2/26/11,542,Independence Pass,21,27,9,16.2,0.1,0.1,3.3,59,27.6,100
2/27/11,542,Independence Pass,17,33,2,16.3,0.1,0.1,3.4,59,27.8,0
2/28/11,542,Independence Pass,19,38,0,16.4,0,0,3.5,59,27.8,
3/1/11,542,Independence Pass,23,43,7,16.4,0,0,3.5,58,28.3,
3/2/11,542,Independence Pass,28,42,16,16.4,0.1,0.1,0,57,28.8,100
3/3/11,542,Independence Pass,26,41,17,16.5,0.2,0.3,0.1,57,28.9,150
3/4/11,542,Independence Pass,15,28,-3,16.7,0.1,0.1,0.3,59,28.5,100
3/5/11,542,Independence Pass,16,34,-4,16.8,0.1,0.2,0.4,63,26.8,200
3/6/11,542,Independence Pass,23,30,17,16.9,0.2,0.2,0.5,61,28,50
3/7/11,542,Independence Pass,20,33,7,17.1,0,0,0.7,60,28.7,
3/8/11,542,Independence Pass,17,29,4,17.1,0.1,0.1,0.7,60,28.7,100
3/9/11,542,Independence Pass,18,33,6,17.2,0,0,0.8,62,27.9,
3/10/11,542,Independence Pass,24,43,5,17.2,0.1,0.1,0.8,62,27.9,100
3/11/11,542,Independence Pass,30,46,18,17.3,0,0.1,0.9,59,29.5,
3/12/11,542,Independence Pass,32,42,22,17.3,0,0,0.9,58,30.2,
3/13/11,542,Independence Pass,24,38,9,17.3,0.2,0.2,0.9,57,30.7,100
3/14/11,542,Independence Pass,27,45,10,17.5,0.1,0.1,1.1,60,29.5,100
3/15/11,542,Independence Pass,28,47,11,17.6,0,0,1.2,58,30.7,
3/16/11,542,Independence Pass,35,50,18,17.6,0.1,0.1,1.2,58,30.7,0
3/17/11,542,Independence Pass,33,41,23,17.7,0.3,0.3,1.3,56,31.8,0
3/18/11,542,Independence Pass,28,41,15,18,0.1,0.1,1.6,61,29.2,100
3/19/11,542,Independence Pass,35,41,25,18.1,0,0,1.7,59,30.3,
3/20/11,542,Independence Pass,33,40,20,18.1,0,0.1,1.7,58,30.9,
3/21/11,542,Independence Pass,36,44,25,18.1,0.1,0.1,1.7,56,32.1,100
3/22/11,542,Independence Pass,20,30,14,18.2,0.2,0.2,1.8,58,31.2,50
3/23/11,542,Independence Pass,22,37,7,18.4,0.1,0.1,2,60,30.3,100
3/24/11,542,Independence Pass,23,33,7,18.5,0,0,2.1,58,31.6,
3/25/11,542,Independence Pass,23,30,13,18.5,0.2,0.2,2.1,59,31,100
3/26/11,542,Independence Pass,21,35,1,18.7,0.1,0.1,2.3,61,30.3,100
3/27/11,542,Independence Pass,26,38,19,18.8,0.3,0.3,2.4,59,31.5,100
3/28/11,542,Independence Pass,24,33,13,19.1,0.6,0.7,2.7,65,29.1,117
3/29/11,542,Independence Pass,20,36,6,19.7,0.1,0.1,3.3,68,28.8,0
3/30/11,542,Independence Pass,24,33,14,19.8,0.2,0.4,3.4,67,29.3,200
3/31/11,542,Independence Pass,34,44,28,20,0.1,0.1,3.6,67,29.9,100
4/1/11,542,Independence Pass,34,50,22,20.1,0,0,3.7,64,31.4,
4/2/11,542,Independence Pass,39,54,22,20.1,0.1,0.1,0,62,31.9,0
4/3/11,542,Independence Pass,25,36,13,20.2,0.7,0.7,0.1,57,34.6,71
4/4/11,542,Independence Pass,19,36,9,20.9,0.1,0.1,0.8,66,30.6,100
4/5/11,542,Independence Pass,32,49,14,21,0,0,0.9,62,32.7,
4/6/11,542,Independence Pass,33,42,24,21,0.1,0.1,0.9,60,32.8,0
4/7/11,542,Independence Pass,31,41,23,21.1,0,0.2,1,60,32.8,
4/8/11,542,Independence Pass,36,46,30,21.1,0,0.2,1,59,33.7,
4/9/11,542,Independence Pass,32,42,15,21.1,0.2,0.2,1,58,34.7,50
4/10/11,542,Independence Pass,19,29,10,21.3,0.2,0.4,1.2,60,33.7,200
4/11/11,542,Independence Pass,30,48,11,21.5,0,0.1,1.4,63,32.7,
4/12/11,542,Independence Pass,33,49,19,21.5,0,0,1.4,58,35.7,
4/13/11,542,Independence Pass,32,46,20,21.5,0.1,0.1,1.4,58,35.7,0
4/14/11,542,Independence Pass,24,30,17,21.6,0.3,0.4,1.5,57,36.3,133
4/15/11,542,Independence Pass,22,36,13,21.9,0,0,1.8,61,34.6,
4/16/11,542,Independence Pass,33,46,17,21.9,0,0,1.8,59,35.8,
4/17/11,542,Independence Pass,37,50,25,21.9,0.1,0.1,1.8,57,37,100
4/18/11,542,Independence Pass,37,44,28,22,0.6,0.6,1.9,55,38.5,83
4/19/11,542,Independence Pass,28,40,15,22.6,0.4,0.4,2.5,62,35,50
4/20/11,542,Independence Pass,34,47,17,23,0.2,0.2,2.9,62,35.3,0
4/21/11,542,Independence Pass,34,45,23,23.2,0.8,0.8,3.1,58,37.8,88
4/22/11,542,Independence Pass,29,40,22,24,0.1,0.1,3.9,63,35.9,100
4/23/11,542,Independence Pass,30,38,25,24.1,0.7,0.7,4,59,38.5,100
4/24/11,542,Independence Pass,31,41,25,24.8,0.1,0.1,4.7,64,36.6,100
4/25/11,542,Independence Pass,29,40,22,24.9,0.3,0.3,4.8,63,37.3,100
4/26/11,542,Independence Pass,22,32,15,25.2,0.7,0.7,5.1,66,36.1,100
4/27/11,542,Independence Pass,21,35,6,25.9,0.1,0.1,5.8,70,35,0
4/28/11,542,Independence Pass,28,46,4,26,0.1,0.1,5.9,69,35.5,0
4/29/11,542,Independence Pass,30,42,16,26.1,0.2,0.2,6,65,37.7,50
4/30/11,542,Independence Pass,18,31,11,26.3,0.2,0.2,6.2,69,35.7,100
5/1/11,542,Independence Pass,18,31,8,26.5,0.1,0.1,6.4,69,35.9,100
5/2/11,542,Independence Pass,20,37,2,26.6,0,0.1,0.1,69,36.1,
5/3/11,542,Independence Pass,29,47,9,26.6,0,0,0.1,66,37.9,
5/4/11,542,Independence Pass,35,48,21,26.6,0,0,0.1,65,38.5,
5/5/11,542,Independence Pass,31,50,14,26.6,0,0,0.1,63,39.4,
5/6/11,542,Independence Pass,40,54,24,26.6,0,0,0.1,61,40,
5/7/11,542,Independence Pass,41,58,29,26.6,0,0,0.1,58,40.7,
5/8/11,542,Independence Pass,41,56,28,26.6,0,0,0.1,56,40.2,
5/9/11,542,Independence Pass,35,50,22,26.6,0,0,0.1,54,39.8,
5/10/11,542,Independence Pass,33,46,18,26.6,0.1,0.1,0.1,53,39.8,0
5/11/11,542,Independence Pass,30,38,26,26.7,0.9,0.9,0.2,52,39.8,78
5/12/11,542,Independence Pass,30,35,26,27.6,0.3,0.3,1.1,62,34.5,100
5/13/11,542,Independence Pass,38,54,24,27.9,0,0,1.4,61,35.6,
5/14/11,542,Independence Pass,37,54,27,27.9,0,0,1.4,54,39.6,
5/15/11,542,Independence Pass,42,58,29,27.9,0,0,1.4,52,40.8,
5/16/11,542,Independence Pass,45,56,33,27.9,0,0,1.4,49,40.8,
5/17/11,542,Independence Pass,37,45,29,27.9,0.1,0.1,1.4,46,41.1,0
5/18/11,542,Independence Pass,33,40,27,28,0.1,0.1,1.5,45,40.4,0
5/19/11,542,Independence Pass,29,39,19,28.1,0.3,0.3,1.6,46,38.9,100
5/20/11,542,Independence Pass,29,39,20,28.4,0.3,0.3,1.9,49,37.1,100
5/21/11,542,Independence Pass,34,46,26,28.7,0.2,0.2,2.2,48,38.5,100
5/22/11,542,Independence Pass,40,52,31,28.9,0,0,2.4,46,40.7,
5/23/11,542,Independence Pass,38,54,29,28.9,0,0,2.4,45,41.6,
5/24/11,542,Independence Pass,34,44,28,28.9,0.4,0.4,2.4,45,40.9,0
5/25/11,542,Independence Pass,37,52,30,29.3,0,0,2.8,46,40,
5/26/11,542,Independence Pass,43,55,30,29.3,0,0,2.8,43,41.9,
5/27/11,542,Independence Pass,42,53,32,29.3,0,0,2.8,40,42,
5/28/11,542,Independence Pass,47,59,34,29.3,0,0,2.8,37,41.6,
5/29/11,542,Independence Pass,50,59,42,29.3,0,0,2.8,34,40.9,
5/30/11,542,Independence Pass,35,45,23,29.3,0,0,2.8,30,42.3,
5/31/11,542,Independence Pass,40,60,21,29.3,0,0,2.8,30,40.3,
6/1/11,542,Independence Pass,50,62,38,29.3,0,0,2.8,26,41.9,
6/2/11,542,Independence Pass,48,60,32,29.3,0,0,0,23,42.2,
6/3/11,542,Independence Pass,42,59,28,29.3,0,0,0,20,41,
6/4/11,542,Independence Pass,46,63,32,29.3,0,0,0,17,40,
6/5/11,542,Independence Pass,47,65,33,29.3,0,0,0,13,40.8,
6/6/11,542,Independence Pass,49,64,35,29.3,0,0,0,10,37,
6/7/11,542,Independence Pass,43,58,31,29.3,0,0,0,5,44,
10/27/11,542,Independence Pass,19,37,6,2.7,0,0,2.7,8,12.5,
10/28/11,542,Independence Pass,18,40,5,2.7,0,0,2.7,8,12.5,
11/3/11,542,Independence Pass,23,46,6,3.3,0.1,0.1,0.6,10,12,100
11/4/11,542,Independence Pass,31,45,14,3.4,0,0,0.7,9,14.4,
11/5/11,542,Independence Pass,26,35,14,3.4,0.5,0.5,0.7,8,16.2,100
11/6/11,542,Independence Pass,17,28,7,3.9,0,0,1.2,15,12,
11/7/11,542,Independence Pass,18,32,6,3.9,0,0,1.2,13,13.8,
11/8/11,542,Independence Pass,15,29,2,3.9,0,0,1.2,13,13.8,
11/9/11,542,Independence Pass,10,30,-2,3.9,0,0.2,1.2,12,15,
11/10/11,542,Independence Pass,16,39,2,3.9,0,0.2,1.2,12,16.7,
11/11/11,542,Independence Pass,25,43,7,3.9,0.1,0.1,1.2,12,18.3,100
11/12/11,542,Independence Pass,27,34,20,4,0.1,0.1,1.3,11,20.9,0
11/13/11,542,Independence Pass,26,31,20,4.1,0.2,0.2,1.4,12,19.2,0
11/14/11,542,Independence Pass,18,31,10,4.3,0,0,1.6,15,15.3,
11/15/11,542,Independence Pass,24,33,17,4.3,0.1,0.1,1.6,14,16.4,100
11/16/11,542,Independence Pass,13,27,2,4.4,0,0,1.7,14,17.1,
11/17/11,542,Independence Pass,19,39,5,4.4,0,0,1.7,15,16,
11/18/11,542,Independence Pass,29,42,19,4.4,0,0,1.7,14,17.1,
11/19/11,542,Independence Pass,29,32,26,4.4,0.1,0.1,1.7,13,18.5,100
11/20/11,542,Independence Pass,26,35,19,4.5,0,0,1.8,13,19.2,
11/21/11,542,Independence Pass,25,36,16,4.5,0,0,1.8,13,19.2,
11/22/11,542,Independence Pass,24,37,14,4.5,0,0,1.8,12,20.8,
11/23/11,542,Independence Pass,25,46,12,4.5,0,0,1.8,14,17.9,
11/24/11,542,Independence Pass,30,45,19,4.5,0,0,1.8,14,17.9,
11/25/11,542,Independence Pass,25,33,12,4.5,0.1,0.1,1.8,13,19.2,100
11/26/11,542,Independence Pass,10,29,-1,4.6,0,0,1.9,15,17.3,
11/27/11,542,Independence Pass,20,43,5,4.6,0,0,1.9,15,17.3,
11/28/11,542,Independence Pass,27,44,16,4.6,0,0,1.9,15,17.3,
11/29/11,542,Independence Pass,24,42,13,4.6,0,0.1,1.9,14,18.6,
11/30/11,542,Independence Pass,26,41,12,4.6,0,0.1,1.9,15,18,
12/1/11,542,Independence Pass,20,27,6,4.6,0.1,0.1,1.9,14,20,100
12/2/11,542,Independence Pass,19,31,11,4.7,0,0.1,0.1,15,19.3,
12/3/11,542,Independence Pass,14,24,4,4.7,0.1,0.1,0.1,15,20,0
12/4/11,542,Independence Pass,7,13,2,4.8,0.1,0.1,0.2,17,17.6,0
12/5/11,542,Independence Pass,2,14,-14,4.9,0,0,0.3,18,16.7,
12/6/11,542,Independence Pass,-1,23,-21,4.9,0,0,0.3,18,16.7,
12/7/11,542,Independence Pass,16,38,5,4.9,0,0,0.3,18,16.7,
12/8/11,542,Independence Pass,12,28,1,4.9,0,0,0.3,18,16.7,
12/9/11,542,Independence Pass,15,33,0,4.9,0,0,0.3,18,16.1,
12/10/11,542,Independence Pass,15,40,5,4.9,0,0,0.3,17,17.1,
12/11/11,542,Independence Pass,15,35,5,4.9,0.1,0.1,0.3,17,17.1,100
12/12/11,542,Independence Pass,21,33,5,5,0,0,0.4,17,17.6,
12/13/11,542,Independence Pass,21,31,10,5,0,0,0.4,16,18.8,
12/14/11,542,Independence Pass,17,23,2,5,0.3,0.3,0.4,17,17.6,67
12/15/11,542,Independence Pass,8,37,-1,5.3,0,0,0.7,23,13.9,
12/16/11,542,Independence Pass,10,36,-2,5.3,0,0,0.7,22,14.5,
12/17/11,542,Independence Pass,21,44,9,5.3,0,0.1,0.7,21,15.2,
12/18/11,542,Independence Pass,22,45,13,5.3,0.1,0.1,0.7,20,16.5,100
12/19/11,542,Independence Pass,23,29,16,5.4,0,0,0.8,19,17.9,
12/20/11,542,Independence Pass,14,35,4,5.4,0,0,0.8,19,17.9,
12/21/11,542,Independence Pass,14,28,-2,5.4,0,0,0.8,20,17,
12/22/11,542,Independence Pass,5,14,-9,5.4,0,0.2,0.8,20,17,
12/23/11,542,Independence Pass,3,30,-10,5.4,0,0.1,0.8,23,15.7,
12/24/11,542,Independence Pass,12,36,-1,5.4,0.1,0.1,0.8,22,16.8,0
12/25/11,542,Independence Pass,18,42,7,5.5,0,0.1,0.9,22,16.8,
12/26/11,542,Independence Pass,19,36,10,5.5,0,0,0.9,21,18.1,
12/27/11,542,Independence Pass,18,37,6,5.5,0,0,0.9,21,18.1,
12/28/11,542,Independence Pass,21,38,5,5.5,0,0,0.9,21,18.1,
12/29/11,542,Independence Pass,28,34,24,5.5,0.1,0.2,0.9,21,18.1,200
12/30/11,542,Independence Pass,27,42,18,5.6,0,0,1,22,18.2,
12/31/11,542,Independence Pass,16,36,-1,5.6,0,0,1,22,18.2,
1/1/12,542,Independence Pass,17,37,3,5.6,0,0,1,22,17.7,
1/2/12,542,Independence Pass,22,46,10,5.6,0,0,0,22,17.3,
1/3/12,542,Independence Pass,22,40,11,5.6,0,0,0,22,15.9,
1/4/12,542,Independence Pass,20,44,7,5.6,0,0.3,0,22,15.9,
1/5/12,542,Independence Pass,25,47,16,5.6,0,0,0,21,18.1,
1/6/12,542,Independence Pass,20,38,10,5.6,0,0,0,21,18.1,
1/7/12,542,Independence Pass,22,31,16,5.6,0.2,0.2,0,21,18.1,100
1/8/12,542,Independence Pass,8,28,-1,5.8,0,0,0.2,24,16.7,
1/9/12,542,Independence Pass,18,41,3,5.8,0,0,0.2,24,16.7,
1/10/12,542,Independence Pass,19,46,9,5.8,0,0,0.2,24,16.7,
1/11/12,542,Independence Pass,10,20,-11,5.8,0.1,0.1,0.2,24,16.7,0
1/12/12,542,Independence Pass,2,24,-15,5.9,0,0,0.3,24,16.7,
1/13/12,542,Independence Pass,8,28,-7,5.9,0,0,0.3,24,16.7,
1/14/12,542,Independence Pass,17,42,4,5.9,0,0,0.3,24,16.7,
1/15/12,542,Independence Pass,22,36,9,5.9,0,0.1,0.3,24,16.7,
1/16/12,542,Independence Pass,17,26,-5,5.9,0.5,0.5,0.3,23,17.8,100
1/17/12,542,Independence Pass,2,17,-15,6.4,0,0,0.8,29,15.9,
1/18/12,542,Independence Pass,21,27,11,6.4,0.1,0.2,0.8,28,16.4,200
1/19/12,542,Independence Pass,31,43,22,6.5,0,0.1,0.9,27,17.8,
1/20/12,542,Independence Pass,22,34,8,6.5,0.1,0.1,0.9,26,18.8,0
1/21/12,542,Independence Pass,23,32,9,6.6,0.7,0.9,1,26,18.8,129
1/22/12,542,Independence Pass,13,23,-1,7.3,0.3,0.4,1.7,34,17.1,133
1/23/12,542,Independence Pass,17,31,3,7.6,0.1,0.1,2,39,15.9,100
1/24/12,542,Independence Pass,18,28,2,7.7,0,0,2.1,36,17.5,
1/25/12,542,Independence Pass,16,40,-2,7.7,0.1,0.1,2.1,35,18,0
1/26/12,542,Independence Pass,21,36,7,7.8,0.2,0.4,2.2,34,18.5,200
1/27/12,542,Independence Pass,12,23,-8,8,0.1,0.1,2.4,37,18.1,0
1/28/12,542,Independence Pass,5,26,-9,8.1,0,0,2.5,37,18.1,
1/29/12,542,Independence Pass,19,36,6,8.1,0.1,0.1,2.5,37,18.1,100
1/30/12,542,Independence Pass,20,37,10,8.2,0,0,2.6,35,19.4,
1/31/12,542,Independence Pass,16,35,1,8.2,0,0,2.6,35,19.4,
2/1/12,542,Independence Pass,16,35,2,8.2,0,0,2.6,34,20,
2/2/12,542,Independence Pass,19,26,9,8.2,0,0,0,33,20.6,
2/3/12,542,Independence Pass,15,23,2,8.2,0,0,0,33,20.6,
2/4/12,542,Independence Pass,9,28,-4,8.2,0,0,0,33,20.6,
2/5/12,542,Independence Pass,10,27,-1,8.2,0,0.1,0,33,20.6,
2/6/12,542,Independence Pass,13,29,-1,8.2,0.2,0.2,0,33,20.9,100
2/7/12,542,Independence Pass,7,30,-5,8.4,0,0,0.2,34,20.9,
2/8/12,542,Independence Pass,18,32,0,8.4,0.1,0.2,0.2,34,20.9,200
2/9/12,542,Independence Pass,18,26,12,8.5,0.3,0.3,0.3,35,20.9,67
2/10/12,542,Independence Pass,19,30,4,8.8,0,0.1,0.6,36,20.8,
2/11/12,542,Independence Pass,20,38,9,8.8,0,0,0.6,38,20,
2/12/12,542,Independence Pass,20,33,6,8.8,0.1,0.1,0.6,38,20,100
2/13/12,542,Independence Pass,18,33,5,8.9,0.2,0.2,0.7,38,20.3,100
