Date,Station Id,Station Name,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Accumulation (in) Start of Day Values,Precipitation Increment (in),Precipitation Increment - Snow-adj (in),Precipitation Month-to-date (in) Start of Day Values,Snow Depth (in) Start of Day Values,Snow Density (pct) Start of Day Values,Snow Rain Ratio (unitless),Wind Direction Average (degree),Wind Speed Average (mph),Wind Speed Maximum (mph)
2011-09-19,842,Vail Mountain,48,56,39,42.1,0.00,0.00,1.60,0,,,,,
2011-09-20,842,Vail Mountain,48,56,41,42.1,0.00,0.00,1.60,0,,,,,
2011-09-21,842,Vail Mountain,45,55,38,42.1,0.00,0.00,1.60,0,,,,,
2011-09-22,842,Vail Mountain,47,56,37,42.1,0.00,0.00,1.60,0,,,,,
2011-09-23,842,Vail Mountain,51,61,42,42.1,0.00,0.00,1.60,0,,,,,
2011-09-24,842,Vail Mountain,54,63,46,42.1,0.00,0.00,1.60,0,,,,,
2011-09-25,842,Vail Mountain,53,63,46,42.1,0.00,0.00,1.60,0,,,,,
2011-09-26,842,Vail Mountain,53,62,46,42.1,0.00,0.00,1.60,0,,,,,
2011-09-27,842,Vail Mountain,53,63,46,42.1,0.00,0.00,1.60,0,,,,,
2011-09-28,842,Vail Mountain,53,63,45,42.1,0.00,0.00,1.60,0,,,,,
2011-09-29,842,Vail Mountain,54,65,45,42.1,0.00,0.00,1.60,0,,,,,
2011-09-30,842,Vail Mountain,52,63,46,42.1,0.00,0.00,1.60,0,,,,,
2011-10-01,842,Vail Mountain,50,61,43,0.0,0.00,0.00,1.60,0,,,,,
2011-10-02,842,Vail Mountain,51,60,44,0.0,0.00,0.00,0.00,0,,,,,
2011-10-03,842,Vail Mountain,50,62,44,0.0,0.00,0.00,0.00,0,,,,,
2011-10-04,842,Vail Mountain,44,57,38,0.0,0.20,0.20,0.00,0,,0.0,,,
2011-10-05,842,Vail Mountain,42,50,37,0.2,0.00,0.00,0.20,0,,,,,
2011-10-06,842,Vail Mountain,31,42,20,0.2,0.50,0.50,0.20,0,,20.0,,,
2011-10-07,842,Vail Mountain,28,38,18,0.7,0.10,0.10,0.70,2,,0.0,,,
2011-10-08,842,Vail Mountain,25,29,22,0.8,0.30,0.30,0.80,0,,100.0,,,
2011-10-09,842,Vail Mountain,30,38,22,1.1,0.00,0.00,1.10,2,,,,,
2011-10-10,842,Vail Mountain,35,44,28,1.1,0.00,0.00,1.10,2,,,,,
2011-10-11,842,Vail Mountain,34,38,30,1.1,0.20,0.20,1.10,0,,50.0,,,
2011-10-12,842,Vail Mountain,37,46,31,1.3,0.00,0.00,1.30,1,,,,,
2011-10-13,842,Vail Mountain,42,51,34,1.3,0.00,0.00,1.30,0,,,,,
2011-10-14,842,Vail Mountain,44,53,37,1.3,0.00,0.00,1.30,0,,,,,
2011-10-15,842,Vail Mountain,48,58,39,1.3,0.00,0.00,1.30,0,,,,,
2011-10-16,842,Vail Mountain,49,58,40,1.3,0.00,0.00,1.30,0,,,,,
2011-10-17,842,Vail Mountain,33,40,28,1.3,0.30,0.30,1.30,0,,0.0,,,
2011-10-18,842,Vail Mountain,31,40,26,1.6,0.00,0.00,1.60,0,,,,,
2011-10-19,842,Vail Mountain,39,51,29,1.6,0.00,0.00,1.60,0,,,,,
2011-10-20,842,Vail Mountain,39,49,32,1.6,0.00,0.00,1.60,0,,,,,
2011-10-21,842,Vail Mountain,41,50,35,1.6,0.00,0.00,1.60,0,,,,,
2011-10-22,842,Vail Mountain,40,48,33,1.6,0.00,0.00,1.60,0,,,,,
2011-10-23,842,Vail Mountain,42,51,33,1.6,0.00,0.00,1.60,0,,,,,
2011-10-24,842,Vail Mountain,45,53,37,1.6,0.00,0.00,1.60,0,,,,,
2011-10-25,842,Vail Mountain,37,47,29,1.6,0.80,0.80,1.60,0,,88.0,,,
2011-10-26,842,Vail Mountain,25,31,18,2.4,0.60,0.60,2.40,5,,83.0,,,
2011-10-27,842,Vail Mountain,23,35,17,3.0,0.00,0.00,3.00,8,15.0,,,,
2011-10-28,842,Vail Mountain,26,35,17,3.0,0.00,0.00,3.00,10,11.0,,,,
2011-10-29,842,Vail Mountain,30,39,24,3.0,0.10,0.10,3.00,7,15.7,0.0,,,
2011-10-30,842,Vail Mountain,33,43,25,3.1,0.00,0.00,3.10,6,18.3,,,,
2011-10-31,842,Vail Mountain,37,44,32,3.1,0.00,0.00,3.10,6,16.7,,,,
2011-11-01,842,Vail Mountain,35,46,21,3.1,0.40,0.50,3.10,5,20.0,125.0,,,
2011-11-02,842,Vail Mountain,18,26,15,3.5,0.10,0.10,0.40,9,16.7,0.0,,,
2011-11-03,842,Vail Mountain,34,51,14,3.6,0.10,0.10,0.50,9,16.7,0.0,,,
2011-11-04,842,Vail Mountain,39,49,29,3.7,0.00,0.00,0.60,8,18.8,,,,
2011-11-05,842,Vail Mountain,27,36,15,3.7,0.30,0.40,0.60,6,25.0,133.0,,,
2011-11-06,842,Vail Mountain,17,27,13,4.0,0.10,0.10,0.90,9,21.1,100.0,,,
2011-11-07,842,Vail Mountain,21,32,16,4.1,0.10,0.10,1.00,9,22.2,100.0,,,
2011-11-08,842,Vail Mountain,19,25,14,4.2,0.00,0.00,1.10,11,19.1,,,,
2011-11-09,842,Vail Mountain,18,28,11,4.2,0.00,0.00,1.10,9,23.3,,,,
2011-11-10,842,Vail Mountain,26,37,17,4.2,0.00,0.10,1.10,10,21.0,,,,
2011-11-11,842,Vail Mountain,30,40,23,4.2,0.10,0.10,1.10,10,22.0,0.0,,,
2011-11-12,842,Vail Mountain,26,33,24,4.3,0.00,0.10,1.20,10,22.0,,,,
2011-11-13,842,Vail Mountain,26,28,21,4.3,0.10,0.20,1.20,11,20.9,200.0,,,
2011-11-14,842,Vail Mountain,25,31,19,4.4,0.00,0.10,1.30,13,19.2,,,,
2011-11-15,842,Vail Mountain,24,31,20,4.4,0.00,0.10,1.30,13,20.0,,,,
2011-11-16,842,Vail Mountain,17,25,10,4.4,0.10,0.10,1.30,13,20.8,0.0,,,
2011-11-17,842,Vail Mountain,27,35,16,4.5,0.00,0.10,1.40,13,20.8,,,,
2011-11-18,842,Vail Mountain,32,41,23,4.5,0.00,0.00,1.40,13,21.5,,,,
2011-11-19,842,Vail Mountain,26,32,23,4.5,0.10,0.10,1.40,11,25.5,100.0,,,
2011-11-20,842,Vail Mountain,28,33,24,4.6,0.00,0.00,1.50,12,24.2,,,,
2011-11-21,842,Vail Mountain,28,33,25,4.6,0.20,0.20,1.50,12,24.2,100.0,,,
2011-11-22,842,Vail Mountain,27,33,24,4.8,0.00,0.00,1.70,11,28.2,,,,
2011-11-23,842,Vail Mountain,35,46,26,4.8,0.00,0.00,1.70,13,23.8,,,,
2011-11-24,842,Vail Mountain,36,44,29,4.8,0.00,0.10,1.70,14,22.1,,,,
2011-11-25,842,Vail Mountain,25,35,10,4.8,0.00,0.10,1.70,13,24.6,,,,
2011-11-26,842,Vail Mountain,13,20,4,4.8,0.00,0.00,1.70,17,19.4,,,,
2011-11-27,842,Vail Mountain,29,39,18,4.8,0.10,0.10,1.70,16,20.6,100.0,,,
2011-11-28,842,Vail Mountain,34,42,30,4.9,0.00,0.00,1.80,15,22.7,,,,
2011-11-29,842,Vail Mountain,30,38,25,4.9,0.00,0.00,1.80,15,22.7,,,,
2011-11-30,842,Vail Mountain,32,39,28,4.9,0.00,0.00,1.80,14,24.3,,,,
2011-12-01,842,Vail Mountain,22,29,15,4.9,0.00,0.00,1.80,14,24.3,,,,
2011-12-02,842,Vail Mountain,24,33,18,4.9,0.00,0.00,0.00,15,22.7,,,,
2011-12-03,842,Vail Mountain,16,22,8,4.9,0.30,0.30,0.00,15,22.0,100.0,,,
2011-12-04,842,Vail Mountain,7,17,0,5.2,0.10,0.10,0.30,20,18.0,100.0,,,
2011-12-05,842,Vail Mountain,2,13,-5,5.3,0.00,0.00,0.40,20,18.5,,,,
2011-12-06,842,Vail Mountain,6,17,-8,5.3,0.00,0.00,0.40,20,18.5,,,,
2011-12-07,842,Vail Mountain,24,35,14,5.3,0.00,0.00,0.40,20,18.5,,,,
2011-12-08,842,Vail Mountain,19,26,13,5.3,0.00,0.00,0.40,19,19.5,,,,
2011-12-09,842,Vail Mountain,21,28,14,5.3,0.10,0.10,0.40,18,20.6,0.0,,,
2011-12-10,842,Vail Mountain,24,35,19,5.4,0.00,0.00,0.50,18,20.6,,,,
2011-12-11,842,Vail Mountain,24,35,19,5.4,0.00,0.00,0.50,18,20.6,,,,
2011-12-12,842,Vail Mountain,26,36,19,5.4,0.00,0.00,0.50,17,21.8,,,,
2011-12-13,842,Vail Mountain,26,35,21,5.4,0.10,0.10,0.50,17,21.8,0.0,,,
2011-12-14,842,Vail Mountain,20,24,16,5.5,0.20,0.20,0.60,18,20.6,100.0,,,
2011-12-15,842,Vail Mountain,18,33,11,5.7,0.00,0.00,0.80,21,18.6,,,,
2011-12-16,842,Vail Mountain,19,31,10,5.7,0.00,0.00,0.80,20,19.5,,,,
2011-12-17,842,Vail Mountain,33,47,22,5.7,0.00,0.10,0.80,20,19.5,,,,
2011-12-18,842,Vail Mountain,34,41,29,5.7,0.10,0.10,0.80,20,20.0,0.0,,,
2011-12-19,842,Vail Mountain,27,32,18,5.8,0.00,0.00,0.90,20,20.0,,,,
2011-12-20,842,Vail Mountain,21,29,16,5.8,0.00,0.00,0.90,20,20.0,,,,
2011-12-21,842,Vail Mountain,17,21,10,5.8,0.00,0.10,0.90,19,21.1,,,,
2011-12-22,842,Vail Mountain,11,18,5,5.8,0.00,0.00,0.90,21,19.5,,,,
2011-12-23,842,Vail Mountain,13,23,5,5.8,0.10,0.10,0.90,22,18.6,100.0,,,
2011-12-24,842,Vail Mountain,21,31,12,5.9,0.00,0.00,1.00,21,20.0,,,,
2011-12-25,842,Vail Mountain,29,44,19,5.9,0.00,0.00,1.00,20,21.0,,,,
2011-12-26,842,Vail Mountain,26,33,22,5.9,0.00,0.00,1.00,20,21.0,,,,
2011-12-27,842,Vail Mountain,24,33,17,5.9,0.00,0.00,1.00,20,21.0,,,,
2011-12-28,842,Vail Mountain,26,31,17,5.9,0.10,0.10,1.00,20,21.0,0.0,,,
2011-12-29,842,Vail Mountain,29,33,26,6.0,0.00,0.10,1.10,20,21.0,,,,
2011-12-30,842,Vail Mountain,32,40,22,6.0,0.00,0.00,1.10,20,21.5,,,,
2011-12-31,842,Vail Mountain,19,35,9,6.0,0.00,0.00,1.10,20,21.5,,,,
2012-01-01,842,Vail Mountain,26,35,16,6.0,0.00,0.00,1.10,20,21.5,,,,
2012-01-02,842,Vail Mountain,31,41,23,6.0,0.00,0.00,0.00,20,21.5,,,,
2012-01-03,842,Vail Mountain,31,37,24,6.0,0.00,0.00,0.00,20,21.5,,,,
2012-01-04,842,Vail Mountain,30,41,23,6.0,0.00,0.00,0.00,20,21.5,,,,
2012-01-05,842,Vail Mountain,34,44,28,6.0,0.00,0.00,0.00,20,21.5,,,,
2012-01-06,842,Vail Mountain,28,35,23,6.0,0.00,0.00,0.00,20,21.5,,,,
2012-01-07,842,Vail Mountain,22,28,15,6.0,0.40,0.50,0.00,20,21.5,125.0,,,
2012-01-08,842,Vail Mountain,15,23,10,6.4,0.00,0.00,0.40,25,19.2,,,,
2012-01-09,842,Vail Mountain,24,39,12,6.4,0.10,0.10,0.40,24,20.0,0.0,,,
2012-01-10,842,Vail Mountain,28,45,20,6.5,0.00,0.00,0.50,20,24.0,,,,
2012-01-11,842,Vail Mountain,9,24,-2,6.5,0.00,0.20,0.50,23,20.9,,,,
2012-01-12,842,Vail Mountain,9,20,-2,6.5,0.10,0.10,0.50,27,18.5,100.0,,,
2012-01-13,842,Vail Mountain,16,25,8,6.6,0.10,0.10,0.60,26,19.6,0.0,,,
2012-01-14,842,Vail Mountain,26,34,16,6.7,0.00,0.00,0.70,25,20.4,,,,
2012-01-15,842,Vail Mountain,28,37,22,6.7,0.00,0.00,0.70,24,21.2,,,,
2012-01-16,842,Vail Mountain,17,25,0,6.7,0.40,0.50,0.70,24,21.2,125.0,,,
2012-01-17,842,Vail Mountain,4,11,-6,7.1,0.00,0.10,1.10,30,18.7,,,,
2012-01-18,842,Vail Mountain,20,25,10,7.1,0.20,0.20,1.10,29,19.7,100.0,,,
2012-01-19,842,Vail Mountain,31,38,23,7.3,0.00,0.10,1.30,29,20.3,,,,
2012-01-20,842,Vail Mountain,26,30,21,7.3,0.10,0.10,1.30,29,20.7,0.0,,,
2012-01-21,842,Vail Mountain,29,39,23,7.4,0.50,0.50,1.40,29,20.7,100.0,,,
2012-01-22,842,Vail Mountain,16,25,10,7.9,0.20,0.30,1.90,32,20.3,150.0,,,
2012-01-23,842,Vail Mountain,20,32,10,8.1,0.10,0.10,2.10,34,20.0,0.0,,,
2012-01-24,842,Vail Mountain,20,26,14,8.2,0.10,0.10,2.20,33,20.6,100.0,,,
2012-01-25,842,Vail Mountain,23,36,11,8.3,0.00,0.00,2.30,33,20.9,,,,
2012-01-26,842,Vail Mountain,24,33,17,8.3,0.60,0.60,2.30,32,21.6,100.0,,,
2012-01-27,842,Vail Mountain,14,22,5,8.9,0.00,0.10,2.90,38,19.7,,,,
2012-01-28,842,Vail Mountain,14,24,4,8.9,0.10,0.10,2.90,37,20.5,0.0,,,
2012-01-29,842,Vail Mountain,24,34,16,9.0,0.00,0.00,3.00,35,21.7,,,,
2012-01-30,842,Vail Mountain,27,35,22,9.0,0.00,0.00,3.00,35,21.7,,,,
2012-01-31,842,Vail Mountain,23,31,17,9.0,0.00,0.00,3.00,34,22.4,,,,
2012-02-01,842,Vail Mountain,24,33,15,9.0,0.00,0.00,3.00,33,23.0,,,,
2012-02-02,842,Vail Mountain,23,31,14,9.0,0.00,0.00,0.00,33,23.0,,,,
2012-02-03,842,Vail Mountain,17,24,12,9.0,0.00,0.00,0.00,32,23.8,,,,
2012-02-04,842,Vail Mountain,17,28,8,9.0,0.00,0.10,0.00,32,23.8,,,,
2012-02-05,842,Vail Mountain,18,28,12,9.0,0.00,0.00,0.00,32,24.1,,,,
2012-02-06,842,Vail Mountain,17,23,10,9.0,0.00,0.00,0.00,32,24.1,,,,
2012-02-07,842,Vail Mountain,17,28,8,9.0,0.00,0.00,0.00,32,24.1,,,,
2012-02-08,842,Vail Mountain,22,28,15,9.0,0.20,0.20,0.00,32,24.1,100.0,,,
2012-02-09,842,Vail Mountain,18,24,14,9.2,0.10,0.10,0.20,35,22.6,100.0,,,
2012-02-10,842,Vail Mountain,20,27,13,9.3,0.30,0.30,0.30,36,22.2,100.0,,,
2012-02-11,842,Vail Mountain,26,35,20,9.6,0.00,0.00,0.60,37,22.4,,,,
2012-02-12,842,Vail Mountain,26,37,21,9.6,0.20,0.20,0.60,37,22.4,100.0,,,
2012-02-13,842,Vail Mountain,20,26,17,9.8,0.30,0.30,0.80,38,22.4,100.0,,,
2012-02-14,842,Vail Mountain,20,29,15,10.1,0.20,0.20,1.10,41,21.5,100.0,,,
2012-02-15,842,Vail Mountain,19,29,13,10.3,0.00,0.10,1.30,42,21.4,,,,
2012-02-16,842,Vail Mountain,20,28,15,10.3,0.00,0.00,1.30,40,22.8,,,,
2012-02-17,842,Vail Mountain,19,29,11,10.3,0.10,0.10,1.30,39,23.3,0.0,,,
2012-02-18,842,Vail Mountain,20,31,9,10.4,0.00,0.00,1.40,40,22.8,,,,
2012-02-19,842,Vail Mountain,21,32,8,10.4,0.20,0.20,1.40,39,23.3,100.0,,,
2012-02-20,842,Vail Mountain,10,17,5,10.6,0.00,0.10,1.60,40,23.2,,,,
2012-02-21,842,Vail Mountain,17,24,10,10.6,0.30,0.30,1.60,40,23.5,67.0,,,
2012-02-22,842,Vail Mountain,26,33,21,10.9,0.10,0.30,1.90,41,23.4,300.0,,,
2012-02-23,842,Vail Mountain,12,29,5,11.0,0.10,0.70,2.00,43,23.0,700.0,,,
2012-02-24,842,Vail Mountain,15,26,2,11.1,0.00,0.00,2.10,45,23.6,,,,
2012-02-25,842,Vail Mountain,26,38,10,11.1,0.00,0.40,2.10,44,24.1,,,,
2012-02-26,842,Vail Mountain,13,20,7,11.1,0.00,0.00,2.10,43,25.6,,,,
2012-02-27,842,Vail Mountain,28,38,15,11.1,0.10,0.10,2.10,43,25.6,100.0,,,
2012-02-28,842,Vail Mountain,20,28,12,11.2,0.30,0.50,2.20,42,26.4,167.0,,,
2012-02-29,842,Vail Mountain,18,28,10,11.5,0.10,0.10,2.50,46,25.2,100.0,,,
2012-03-01,842,Vail Mountain,15,21,6,11.6,0.40,0.40,2.60,45,26.0,100.0,,,
2012-03-02,842,Vail Mountain,6,18,-1,12.0,0.00,0.10,0.40,50,24.2,,,,
2012-03-03,842,Vail Mountain,11,21,1,12.0,0.20,0.20,0.40,49,24.9,100.0,,,
2012-03-04,842,Vail Mountain,25,35,17,12.2,0.00,0.00,0.60,48,25.8,,,,
2012-03-05,842,Vail Mountain,32,40,24,12.2,0.10,0.10,0.60,46,27.0,0.0,,,
2012-03-06,842,Vail Mountain,36,47,29,12.3,0.00,0.00,0.70,45,27.6,,,,
2012-03-07,842,Vail Mountain,28,36,18,12.3,0.00,0.00,0.70,44,28.2,,,,
2012-03-08,842,Vail Mountain,26,39,14,12.3,0.00,0.00,0.70,44,28.2,,,,
2012-03-09,842,Vail Mountain,33,45,21,12.3,0.00,0.00,0.70,43,28.6,,,,
2012-03-10,842,Vail Mountain,36,46,27,12.3,0.00,0.00,0.70,42,29.3,,,,
2012-03-11,842,Vail Mountain,32,41,25,12.3,0.00,0.00,0.70,41,30.0,,,,
2012-03-12,842,Vail Mountain,34,43,28,12.3,0.00,0.00,0.70,40,30.8,,,,
2012-03-13,842,Vail Mountain,37,46,30,12.3,0.00,0.00,0.70,40,30.8,,,,
2012-03-14,842,Vail Mountain,37,48,30,12.3,0.00,0.00,0.70,39,31.3,,,,
2012-03-15,842,Vail Mountain,38,48,31,12.3,0.00,0.00,0.70,38,30.3,,,,
2012-03-16,842,Vail Mountain,40,50,33,12.3,0.00,0.00,0.70,36,29.7,,,,
2012-03-17,842,Vail Mountain,42,52,33,12.3,0.00,0.00,0.70,35,29.4,,,,
2012-03-18,842,Vail Mountain,31,44,13,12.3,0.20,0.60,0.70,33,29.7,300.0,,,
2012-03-19,842,Vail Mountain,16,24,8,12.5,0.00,0.00,0.90,33,31.5,,,,
2012-03-20,842,Vail Mountain,18,28,8,12.5,0.00,0.00,0.90,34,30.6,,,,
2012-03-21,842,Vail Mountain,28,39,20,12.5,0.10,0.10,0.90,34,30.6,0.0,,,
2012-03-22,842,Vail Mountain,37,48,25,12.6,0.00,0.00,1.00,32,32.5,,,,
2012-03-23,842,Vail Mountain,45,55,34,12.6,0.00,0.00,1.00,31,33.5,,,,
2012-03-24,842,Vail Mountain,45,55,36,12.6,0.00,0.00,1.00,29,34.8,,,,
2012-03-25,842,Vail Mountain,47,55,39,12.6,0.00,0.00,1.00,27,37.4,,,,
2012-03-26,842,Vail Mountain,40,50,26,12.6,0.00,0.00,1.00,25,39.2,,,,
2012-03-27,842,Vail Mountain,36,47,25,12.6,0.00,0.00,1.00,24,37.5,,,,
2012-03-28,842,Vail Mountain,41,50,32,12.6,0.00,0.00,1.00,22,39.1,,,,
2012-03-29,842,Vail Mountain,38,47,31,12.6,0.00,0.00,1.00,21,38.1,,,,
2012-03-30,842,Vail Mountain,41,50,33,12.6,0.00,0.00,1.00,19,38.9,,,,
2012-03-31,842,Vail Mountain,46,57,37,12.6,0.00,0.00,1.00,16,40.6,,,,
2012-04-01,842,Vail Mountain,45,55,28,12.6,0.00,0.00,1.00,13,42.3,,,,
2012-04-02,842,Vail Mountain,31,41,22,12.6,0.00,0.00,0.00,11,38.2,,,,
2012-04-03,842,Vail Mountain,31,41,23,12.6,0.00,0.00,0.00,11,33.6,,,,
2012-04-04,842,Vail Mountain,38,49,28,12.6,0.00,0.00,0.00,8,38.8,,,,
2012-04-05,842,Vail Mountain,42,51,34,12.6,0.00,0.00,0.00,4,40.0,,,,
2012-04-06,842,Vail Mountain,35,46,19,12.6,0.00,0.00,0.00,3,40.0,,,,
2012-04-07,842,Vail Mountain,31,42,16,12.6,0.00,0.00,0.00,0,,,,,
2012-04-08,842,Vail Mountain,40,49,31,12.6,0.00,0.00,0.00,0,,,,,
2012-04-09,842,Vail Mountain,44,52,36,12.6,0.00,0.00,0.00,0,,,,,
2012-04-10,842,Vail Mountain,48,55,39,12.6,0.00,0.00,0.00,0,,,,,
2012-04-11,842,Vail Mountain,46,57,33,12.6,0.00,0.00,0.00,0,,,,,
2012-04-12,842,Vail Mountain,31,40,23,12.6,0.00,0.00,0.00,0,,,,,
2012-04-13,842,Vail Mountain,30,38,23,12.6,0.00,0.00,0.00,0,,,,,
2012-04-14,842,Vail Mountain,28,35,23,12.6,0.30,0.30,0.00,0,,67.0,,,
2012-04-15,842,Vail Mountain,25,34,21,12.9,0.60,0.80,0.30,1,,133.0,,,
2012-04-16,842,Vail Mountain,27,35,21,13.5,0.30,0.30,0.90,6,16.7,33.0,,,
2012-04-17,842,Vail Mountain,35,46,26,13.8,0.00,0.00,1.20,5,22.0,,,,
2012-04-18,842,Vail Mountain,38,48,31,13.8,0.50,0.50,1.20,4,25.0,20.0,,,
2012-04-19,842,Vail Mountain,31,41,27,14.3,0.40,0.40,1.70,4,27.5,100.0,,,
2012-04-20,842,Vail Mountain,36,44,29,14.7,0.10,0.10,2.10,5,30.0,0.0,,,
2012-04-21,842,Vail Mountain,44,53,35,14.8,0.00,0.00,2.20,3,43.3,,,,
2012-04-22,842,Vail Mountain,48,56,40,14.8,0.00,0.00,2.20,1,,,,,
2012-04-23,842,Vail Mountain,51,59,42,14.8,0.00,0.00,2.20,1,,,,,
2012-04-24,842,Vail Mountain,51,60,43,14.8,0.00,0.00,2.20,0,,,,,
2012-04-25,842,Vail Mountain,49,56,42,14.8,0.00,0.00,2.20,0,,,,,
2012-04-26,842,Vail Mountain,45,56,34,14.8,0.20,0.20,2.20,0,,0.0,,,
2012-04-27,842,Vail Mountain,32,37,21,15.0,0.30,0.30,2.40,0,,0.0,,,
2012-04-28,842,Vail Mountain,31,41,21,15.3,0.00,0.00,2.70,0,,,,,
2012-04-29,842,Vail Mountain,36,46,26,15.3,0.00,0.00,2.70,0,,,,,
2012-04-30,842,Vail Mountain,42,51,31,15.3,0.00,0.00,2.70,0,,,,,
2012-05-01,842,Vail Mountain,43,49,38,15.3,0.00,0.00,2.70,0,,,,,
2012-05-02,842,Vail Mountain,44,52,36,15.3,0.00,0.00,0.00,0,,,,,
2012-05-03,842,Vail Mountain,48,58,38,15.3,0.00,0.00,0.00,0,,,,,
2012-05-04,842,Vail Mountain,51,61,42,15.3,0.00,0.00,0.00,0,,,,,
2012-05-05,842,Vail Mountain,47,58,34,15.3,0.00,0.00,0.00,0,,,,,
2012-05-06,842,Vail Mountain,39,52,30,15.3,0.00,0.00,0.00,0,,,,,
2012-05-07,842,Vail Mountain,34,43,29,15.3,0.20,0.20,0.00,0,,0.0,,,
2012-05-08,842,Vail Mountain,39,48,28,15.5,0.00,0.00,0.20,0,,,,,
2012-05-09,842,Vail Mountain,47,56,34,15.5,0.00,0.00,0.20,0,,,,,
2012-05-10,842,Vail Mountain,49,59,41,15.5,0.00,0.00,0.20,0,,,,,
2012-05-11,842,Vail Mountain,41,50,33,15.5,0.20,0.20,0.20,0,,0.0,,,
2012-05-12,842,Vail Mountain,42,53,32,15.7,0.00,0.00,0.40,0,,,,,
2012-05-13,842,Vail Mountain,40,49,33,15.7,0.00,0.00,0.40,0,,,,,
2012-05-14,842,Vail Mountain,46,58,33,15.7,0.00,0.00,0.40,0,,,,,
2012-05-15,842,Vail Mountain,52,61,42,15.7,0.00,0.00,0.40,0,,,,,
2012-05-16,842,Vail Mountain,47,58,36,15.7,0.00,0.00,0.40,0,,,,,
2012-05-17,842,Vail Mountain,48,58,36,15.7,0.00,0.00,0.40,0,,,,,
2012-05-18,842,Vail Mountain,48,58,33,15.7,0.20,0.20,0.40,0,,0.0,,,
2012-05-19,842,Vail Mountain,36,43,32,15.9,0.20,0.20,0.60,0,,0.0,,,
2012-05-20,842,Vail Mountain,47,56,36,16.1,0.00,0.00,0.80,0,,,,,
2012-05-21,842,Vail Mountain,53,62,42,16.1,0.00,0.00,0.80,0,,,,,
2012-05-22,842,Vail Mountain,56,66,47,16.1,0.00,0.00,0.80,0,,,,,
2012-05-23,842,Vail Mountain,42,53,29,16.1,0.60,0.60,0.80,0,,0.0,,,
2012-05-24,842,Vail Mountain,36,44,27,16.7,0.00,0.00,1.40,0,,,,,
2012-05-25,842,Vail Mountain,52,63,40,16.7,0.00,0.00,1.40,0,,,,,
2012-05-26,842,Vail Mountain,52,64,33,16.7,0.00,0.00,1.40,0,,,,,
2012-05-27,842,Vail Mountain,36,46,30,16.7,0.00,0.00,1.40,0,,,,,
2012-05-28,842,Vail Mountain,40,51,28,16.7,0.00,0.00,1.40,0,,,,,
2012-05-29,842,Vail Mountain,49,58,37,16.7,0.00,0.00,1.40,0,,,,,
2012-05-30,842,Vail Mountain,50,60,41,16.7,0.00,0.00,1.40,0,,,,,
2012-05-31,842,Vail Mountain,50,61,39,16.7,0.00,0.00,1.40,0,,,,,
2012-06-01,842,Vail Mountain,53,63,44,16.7,0.00,0.00,1.40,0,,,,,
2012-06-02,842,Vail Mountain,51,63,44,16.7,0.00,0.00,0.00,0,,,,,
2012-06-03,842,Vail Mountain,56,67,47,16.7,0.00,0.00,0.00,0,,,,,
2012-06-04,842,Vail Mountain,57,68,46,16.7,0.00,0.00,0.00,0,,,,,
2012-06-05,842,Vail Mountain,55,63,46,16.7,0.00,0.00,0.00,0,,,,,
2012-06-06,842,Vail Mountain,56,66,46,16.7,0.00,0.00,0.00,0,,,,,
2012-06-07,842,Vail Mountain,56,66,48,16.7,0.00,0.00,0.00,0,,,,,
2012-06-08,842,Vail Mountain,58,69,48,16.7,0.00,0.00,0.00,0,,,,,
2012-06-09,842,Vail Mountain,58,67,49,16.7,0.00,0.00,0.00,0,,,,,
2012-06-10,842,Vail Mountain,44,54,34,16.7,0.00,0.00,0.00,0,,,,,
2012-06-11,842,Vail Mountain,48,60,33,16.7,0.00,0.00,0.00,0,,,,,
2012-06-12,842,Vail Mountain,54,64,42,16.7,0.00,0.00,0.00,0,,,,,
2012-06-13,842,Vail Mountain,59,69,47,16.7,0.00,0.00,0.00,0,,,,,
2012-06-14,842,Vail Mountain,58,69,47,16.7,0.00,0.00,0.00,0,,,,,
2012-06-15,842,Vail Mountain,58,68,48,16.7,0.00,0.00,0.00,0,,,,,
2012-06-16,842,Vail Mountain,55,65,45,16.7,0.00,0.00,0.00,0,,,,,
2012-06-17,842,Vail Mountain,60,68,49,16.7,0.00,0.00,0.00,0,,,,,
2012-06-18,842,Vail Mountain,61,71,51,16.7,0.00,0.00,0.00,0,,,,,
2012-06-19,842,Vail Mountain,61,71,48,16.7,0.00,0.00,0.00,0,,,,,
2012-06-20,842,Vail Mountain,54,63,46,16.7,0.00,0.00,0.00,0,,,,,
2012-06-21,842,Vail Mountain,59,71,44,16.7,0.00,0.00,0.00,0,,,,,
2012-06-22,842,Vail Mountain,63,73,52,16.7,0.00,0.00,0.00,0,,,,,
2012-06-23,842,Vail Mountain,65,74,54,16.7,0.00,0.00,0.00,0,,,,,
2012-06-24,842,Vail Mountain,64,74,58,16.7,0.00,0.00,0.00,0,,,,,
2012-06-25,842,Vail Mountain,66,76,58,16.7,0.00,0.00,0.00,0,,,,,
2012-06-26,842,Vail Mountain,63,71,55,16.7,0.00,0.00,0.00,0,,,,,
2012-06-27,842,Vail Mountain,60,69,53,16.7,0.00,0.00,0.00,0,,,,,
